,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,-9.42847739600279,0.9548901133646808,-1.275803553063416,-1.1225602146043208,-0.07351119508250258,-0.5493520620672618,-0.8983227591805977,0.0
1,-9.37418843475015,0.5594709868627397,-0.9080770255623329,-0.1715603278390523,0.5150288062241811,-1.0848560389848243,0.1308324350581036,0.0
2,41.470366145350766,9.515238435296244,-26.443097854074992,4.602549828228829,-10.327831270089856,-0.8150478260025964,-0.7162963654488584,1.0
3,-9.238100062142829,0.47144988109582425,-0.7327628614736565,0.7457447118320204,0.334569431413822,-1.2278344838834463,0.15322357800292594,0.0
4,-9.489889816050024,0.6885819191440505,-1.1479927528760983,-1.2664732379003323,0.24719650067512236,-0.8590743020301616,-0.3486088052520749,0.0
5,-9.61582424586273,0.6731428139054926,-0.8054851579821051,-1.1481332554583532,0.15881784648772349,-0.3196164751588606,-0.5064592144015057,0.0
6,-9.545992394693066,0.8095104301796844,-1.162453756008927,-1.8185888935414127,0.5017188813575035,-1.1271932221351093,-0.7084860639042924,0.0
7,-8.968214018704646,0.8593319962651192,-1.1829789946667142,-0.33929026130834833,0.39000853418452125,-0.2750129242160112,-0.8800281015037923,0.0
8,-8.185874372112062,2.2318668735119114,-3.2835244419439733,-0.9181984320005432,-0.17767294472765668,-0.8098451414358611,-0.29161523396902417,0.0
9,-9.437707152047178,0.8045963479261117,-1.3347308929512,-1.5425831841887097,0.23347889406828184,-0.25157831636575895,0.576163672153333,0.0
10,-9.229734066924417,0.7285551876121404,-0.7223134036021702,0.4094981707761945,0.017296823542897168,-0.6324154580353368,-0.4604104004883081,0.0
11,6.626168494949856,-5.052538863484699,3.9141216216677663,9.625310343446296,0.08499506917883962,-1.0190683262391143,0.29862987701514926,1.0
12,-9.556529430674056,0.8968563653913934,-1.337320873902611,-2.1454741001821795,-0.08180500468322978,-0.37894882620995396,-0.08781124985218287,0.0
13,-9.396775449235104,0.6573248348455352,-0.9735779829067523,-0.9071006542738302,0.5182907093902204,-1.2709955648190614,-0.12343603833684133,0.0
14,-9.328891433938349,0.7048815180902906,-0.9556831188860031,-1.1023822624398312,0.769942579551142,-1.5426783860654114,-0.44105250959288783,0.0
15,-9.335864908326272,0.5217017135613596,-0.773093885911252,-0.5001977994836694,0.5824599953294336,-0.9051416261707212,-0.631259281021561,0.0
16,-9.322995116164828,1.0498343882544612,-1.1652913810981549,-1.487931112794049,-0.12870228383093893,-0.11554352567557064,-0.5190660913200543,0.0
17,-9.320498281620699,0.6712283155981852,-1.0185443871157955,-1.088841064976411,0.7733593164172933,-1.22001981422321,-0.26811141240589853,0.0
