,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
263525,160995.0,2.06617616500433,-0.0632803569268938,-1.09374704562952,0.403618908116753,-0.127591724653629,-1.18228562052492,0.173421429475853,-0.322570070437812,0.568539072564926,0.0777285130435025,-0.821852421981294,0.338192522756372,-0.0757905308118008,0.301749685082013,0.0610608746865174,-0.08016051120411,-0.301827862938766,-0.831037694718453,0.170278876915222,-0.231691135880252,-0.294933681525957,-0.722859427144063,0.334253228993843,-0.0283702204970338,-0.295336025911191,0.200236983941814,-0.071833513573113,-0.0608523999774514,1.98,0
191544,129308.0,0.0546821522798935,1.8564996040552,-4.075450734554,4.10009796977678,-0.800931346218859,-0.29250182507501,-2.31743139396216,1.18974699460744,-0.786237923620357,-3.90674573293228,2.99348883356357,-3.61312502993317,-1.7272971294619,-7.36463881998297,-0.343295934983382,-2.57763472583711,-0.515302055109939,1.10910710845714,2.35115138243805,0.509558726652881,0.61824776165619,0.800932138498696,0.13001647459447,0.288945953295625,-0.36665802323555,0.0303066561662426,0.431182443382693,0.110698251591246,80.9,1
156990,109298.0,-1.00061051985933,3.34685000184439,-5.53449117133595,6.83580203854396,-0.299803293657807,0.0959512989990878,-2.44041927394713,1.28630119597073,-2.7664382829404,-4.45800770078481,4.69653339192897,-8.76211333956078,0.985826601093264,-7.32027202211023,-1.06384045772504,-3.37112471078725,-4.25115786762875,-0.43005729986925,1.80401333906519,1.18981379228675,0.439756764345897,-0.694099203587273,0.299660329499667,-0.657600627722995,0.101647558980344,0.430457439169415,0.824685450418745,0.326952273050223,186.13,1
43721,41629.0,-2.26923644312358,-0.734795173508136,2.10947171604502,-0.452874974262747,-1.15149993168867,0.697120591963338,-0.549779478210843,-0.0814871748038109,0.0206272904482904,0.807547211928028,-0.0993061086151619,-0.689855988531317,-0.632735924112901,-1.08718619949406,0.32496399472862,-0.198196350655318,1.60917091938422,-2.38554209957337,1.09371286391948,-1.03327904704315,-0.117670318035944,0.524861940354034,-0.850483860136028,0.216792184376457,-0.186753388372542,-0.122628523299188,-0.277072001014628,-0.0416039458134345,214.59,0
100793,67625.0,-0.831546102585252,-0.135968963623708,3.19267465463228,-1.33405908500522,-1.35243165277886,0.468592695201729,-0.754106992917595,0.465917135612879,0.0876765809447796,-0.379249943074499,-0.812475738731587,-0.106961720189721,0.0239115704986183,-1.57602646270379,-1.74461634279725,0.30108512196172,1.05828760935698,-1.86399929719576,-0.0181751589822819,0.145555583052143,0.190160538965878,0.97878097338841,-0.34462799323779,0.476262148740576,0.442140910211526,-0.104081939640719,0.365885402293081,0.130057284759269,2.0,0
66332,51997.0,0.793049165059521,-0.418433354396543,0.68893530092958,1.15590572666489,-0.412535911679555,0.6961227913338,-0.341301813078034,0.341024212765206,0.0322649982014451,0.0539095635294716,1.66303830533833,0.889188976240843,-0.260331972486925,0.454984971715301,1.07385556965228,0.0941848272137882,-0.281794383247895,-0.152682919801123,-1.10287905579988,0.0939400922690155,0.307494652295975,0.626900895592547,-0.140348313012921,-0.27606694986415,0.260094684002437,-0.273546633844385,0.0443745523431441,0.0399363566324574,149.0,0
234122,147835.0,-6.47075043158758,-7.78578197822387,2.10157614259488,0.542246581619155,7.93761640177514,-4.92504817087588,-5.04969411117579,0.950834157898817,1.23395068460069,-0.781618872879573,-1.85422482044768,0.0964168122058343,-0.534177300739594,0.0860055212765564,0.0274304282855248,0.425095941095467,-0.884666344302449,0.64063887225376,-1.2106995118625,1.87663776658407,0.809775536317559,-0.057665005712229,1.00131423360574,0.229288161380747,1.25159046430395,-0.26884921029135,-0.265273654511439,0.21406392208223,9.99,0
119937,75640.0,-1.67854528403222,-1.88990260307589,0.364544041293721,-0.688968167554445,-1.7039232672908,-0.397533501191497,2.44150848794365,-0.429799669828736,-1.91735676665497,-0.307119155623299,-0.682691187700707,-0.624543711398916,0.312491964305461,0.239523819234923,0.541986819158265,-1.46801850091497,0.0370535473109266,1.17969042857949,-0.623169404650766,1.13730671011033,0.0730995625419156,-0.634989051443976,1.50000040522989,0.32292283182594,0.0671326785549083,0.942199582897506,-0.221155452979418,0.157977472231757,653.7,0
248971,154181.0,-0.549615438496227,2.21907469290599,-3.52202432215688,0.236995179253694,1.0874688565719,-1.23553009267737,-0.279312556848985,0.514360709931382,-1.84992742118892,-3.44381902213252,2.21400028680889,-1.6898355101423,0.498437678119739,-4.39363360177944,-1.27084139528992,-1.17662872177405,-1.8597389700645,-0.0494185884951729,0.38526260953691,0.126517943495233,0.364130240632527,0.210428090003568,-0.366018663493106,0.0158025669543916,0.349211539966759,0.647302275361242,0.17192919537209,0.11718822829994,0.76,1
235634,148476.0,-1.12509160979577,3.68287614423407,-6.55616794880279,4.01673095104413,-0.425570577758505,-2.03120987003802,-2.65013722169089,1.13124935389728,-2.9468895392379,-4.81640080035747,2.15579608547647,-6.28512495176061,-1.12562538784098,-6.80009808768536,0.924933778626226,-5.23960438819297,-5.01790786864794,-1.34930885911419,2.8686028948655,0.452241310921092,1.18557978155236,1.34815612852908,-0.0536855730897001,0.284121984623636,-1.17446918218703,-0.0878322147402313,0.718789577961977,0.676215948809544,0.76,1
